,review_title,text,rating
117,Great Idea.. Average Script.. Weak Movie !,"Let me see: (Meg Ryan) + (Hugh Jackman) + time travel + romantic comedy + A (Sting) song = something definitely magical. But unfortunately, it wasn't!I'm nuts about the main idea. (Hugh Jackman) here is an actual prince charming. He is also the elevator's inventor, so he has both heart and brains (and in Jackman's case muscles too). As for representing the lost romance and chivalry, it's the perfect character, and when you push him into the future, aka: our world, then it's the perfect idea. However, the ""world"" of this movie was very scanty.Mainly look at the dramatic conflict. In fact, there isn't one! Since (Meg Ryan)'s boyfriend left her from the start, so filling for the dashing, handsome, well-bred, mugger-chaser inventor would be not only easy, but basically axiomatic. So, is it about the endless ironies between the old age and the new age's technology? No, since the movie summarized it in brief sequence. So, is it about the deep irony between romantic age, and phony materialistic one? Maybe, but they did it simply through the making of the TV commercial. It looked like another kind of angel-in-our-house movies where one visitor gives ultimate happiness to his troubled hosts then leaves. But did that fit whether the comic or the romantic part?? I think wholly NOT.You'll feel hastiness. Although the main irony is super, but the movie's ironies weren't. The comedy was careless; I can't remember one good laughable situation. The dialogue was a crime as totally unfunny and untalented, except for the monologue of (Liev Schreiber) at the hospital which was philosophically well put, but surpassed anything that was written for any other character, and with its high level exposed all the low level of the rest of the dialogue! I didn't feel the love story between the title's characters, or the urge of that being impossible. All what we had was just light touches that didn't convince me; like the swift story of the unseen lonely neighbor, the love story of the lead's brother (that we witnessed on the phone!), the concept of capturing the time or else, because this criminally remiss script just wasted it all.Look at what seemed as brilliant situations like the stopping of all the world's elevators; despite the imaginative spirit, the script didn't go with it to anywhere, so what about this unique romance between 2 persons from 2 ages?! Therefore the ending was too happy and too dreamy to fabricated extent, without much of details or difficulties. So as a whole it went astray without strong feelings or good meanings. And the romance eventually seemed superficial.Director (James Mangold) was executing a bland TV episode. I felt fake tenderness from him. Especially when the only romantic scene (the waltz) was just accumulated well-arranged shots without effective emotions. Yes, the cinematography and the warm lighting were a bit sentimental at that scene, but the complete atmosphere was so unimpressionable.This can't compete with (Meg Ryan)'s nice legacy of romantic comedies. Originally, it can't compete with the standard of its idea, or even its own title as a movie about (Kate) and (Leopold). It was really ambitious one that promised something like what an old classic movie would present about memorable couple, however this movie delivered nothing.The 2 leads were like 2 clever singers without music or song. It's pathetic to watch shinning stars like them, with possible chemistry, starring a movie that's suffering of self-induced abortion! In the case of (Jackman), the type of the role was attractive, yet not the role in particular. (Ryan) didn't give us anything new, since the script didn't give her anything. It's the bad paradox of having productive people through unproductive work.I hated (Schreiber), despite whatever he could reach, he got nothing to do with a romantic comedy, let alone being younger than (Ryan). I hated dealing with (Sting)'s masterpiece (Until), which was nominated for an Oscar, by putting it only at the closing credits, plus not even using its fascinating melody into the movie's music score the way (John Williams) did in (Sabrina)'s soundtrack with another (Sting)'s masterpiece (Moonlight). I liked (Meg)'s chic clothes, that was cuter than the movie itself!I'm sad to say it, but as a romantic comedy it lacks romance and comedy. It was all out of keeping with (Sting)'s (Until) which was more masterly than the whole thing. It's devastating to hear it, and imagine a better movie for it!",5
118,Well Done !,I must admit the characters in Kate & Leopold were superb.! Meg Ryan was great and Hugh Jackman .... incredible.  This is the kind of movie you'd skip a night out in town on a saturday night to watch. This is definitely for the women out there who still believe in true romance. I'm one of them ! I really don't mind watching Hugh Jackman in more comedy romances. Leopold will sweep you off your feet and steal your heart away.!,10
119,Fabulous!,"Definitely a must see for guys & gals who believe romance still lives.  Great lessons for all of us, and very much a feel good movie.",10
120,My heart!,One of my favorite movies of all time! So heart-warming & beautiful!,10
121,Breckin and Hugh,"I wonder if Meg Ryan never gets tired of being Meg Ryan. She's been acting in the same movie for 20 years now and, no matter how much I like her, it's getting a bit old. Usually Meg could save the worst movie with being her cute self, but the thing is: Meg isn't cute anymore. Not with that hair, and not with that character. Luckily there's Hugh Jackman who does a Colin Firth, and Breckin Meyer who gets the funniest moment of the movie. (`I can do Canadian too!'). This movie gets a 6, (= ok for once but not really one to rewatch over and over again",5
122,have serious issues with the end! *********contains spoiler*********,"Even overlooking several major flaws, this movie still isn't very good. I'm willing to suspend disbelief to a certain extent, so I can forgive all the time-travel questions this movie raises. Furthermore I'm used to movies portraying people as falling in love in less than a week and assuming that that is a solid basis for a lifelong marriage - so I can't really fault this film for that too. My biggest problem was the way Meg Ryan's character was portrayed and how quickly she was able to throw away her entire life for some distant past that I don't think she quite appreciated what her new life would entail. Why did people (both Leopold and her boss) accuse her of being ""manly"" and ""unfeminine""?  Because she was assertive, good at her job, career-oriented? I found this highly offensive! Furthermore, even accepting that she had fallen in love with someone (in a week!) and that she was not that interested in keeping her own life (w/ a promotion, the love of her brother, her friends, etc.) -- how on earth could she decide (in less than 23 minutes) to travel back to live in 1876? (without even hearing from Leopold on his thoughts on the matter!)  If she's thought to be ""unfeminine"" and ""manly"" in this day and age, can you imagine what it would've been like back then?  Has she considered whether being with Leopold is worth giving up her rights?  The right to vote, to wear pants, to work, etc. Were women at the time allowed to go outside unchaperoned, own property of any kind, even get divorces?  Did they still wear girdles and other sorts of insane fashions she will be expected to adopt?  I admit my knowledge of the past was sketchy, but I'd be worried about things like indoor plumbing, the state of medicine/hospitals at the time, etc.
The false romanticization of the past is nauseating.  We're supposed to think it's better because men were more ""gentlemanly"" back then.  It's not impossible to find polite, well-behaved men in this day and age - who also agree with feminist principles!I could have handled the ending if he had come back to live with her in the present instead of her having to go back and give up her life for him.  It seems as if he would've adjusted better to today's society than she to his. (It already sounded as if he was unhappy with his life back then, and other than his connection to Otis, had no personal ties).",3
123,Silly premise but a fun movie if you like rom-coms.,"Aside from the ridiculous premise and tremendous number of plot holes, if you enjoy rom-coms, you might enjoy this one. Why? Hugh Jackman. He steals every scene. Well, OK. As silly as the premise is, it's still fun. Who doesn't like a little time-travel story?Meg Ryan does her usual thing, which borders on boring, and her character's ""style"" isn't one of her best looks. Whoever did her hair, which looked badly cut and stringy, should have been fired. And whoever was in charge of her wardrobe should have been fired as well. It was the drabbest and most unattractive wardrobe I think I've ever seen for the female lead of a rom-com. In one scene, she's wearing brown suede boots with a blue-grey silk evening gown. Seriously? Do they not think viewers notice those things?OK, enough of dissing Ryan. I will say that in addition to Jackman doing an excellent job with his role, all of the supporting cast does an excellent job with theirs. Ryan is the only ""bad actor"" in this movie. If Leopold likes lovely women with class and grace, I can't understand why he would fall for Kate considering the way she's played by Ryan because her ""Kate"" has neither.So if you love Hugh Jackman and can take Meg Ryan without too much difficulty, you'll likely enjoy this little romp. The story doesn't have a lot of ""meat"" to it, but there's definitely much worse out there in this genre.",6
124,Time-travelling romance - pity it's one-sided ...,"Romantic comedies are, by definition, very predictable affairs, so it's always good to come across one that tries to add something new or shake things up a bit. This one tries a love spanning one hundred years, thanks to time travel (hey, far weirder things have happened in movieland). Leopold, dashingly handsome 19th century Duke (Hugh Jackman) is (unwillingly) contemplating marriage. 21st century career woman Kate (Meg Ryan) is climbing the corporate ladder at an advertising company, whilst her love life is somewhat less successful. But time gets twisted when Kate's ex-boyfriend Stuart (Liev Schrieber) finds a portal into the 19th century - and after an ill-advised visit there, winds up bringing home an unexpected guest; Leopold, of course.Hijinks ensue as the gentlemanly and courageous Leopold navigates his way through 21st century New York, befriending Kate's brother Charlie (Breckin Meyer) and beginning a romance with Kate. And of course all ends happily in the end. I'll start with the good stuff: Jackman is absolutely charming, playing it straight as the fish-miles-inland-never-mind-out-of-water and succeeding admirably. You can't help but love him and believe in him. Breckin Meyer does nicely in a supporting role. Schrieber is essentially a plot device to move the story forward, but gets a few comic and touching moments that a less talented actor might have let fall by the wayside.And what about our other romantic lead? >Sigh< I've never been a fan of Meg Ryan, but I'll try and be fair as possible. But to be honest, I didn't warm at all to her character. I get that Kate is a driven career woman, but what a high price she pays for it. ""You're like a man"" her boss says approvingly (huh?) but she isn't - she simply comes across as a bitchy, bad-tempered and cold woman (guess I'm losing the fairness battle) and to be honest, doesn't stand a chance in the popularity battle with Jackman's Leopold. And then she tosses her career away for a happy ending with her Duke, marriage and setting up a 19th century home. I do wish a career woman would be allowed to keep her job AND her guy just for once, rather than heading off to become the ""little woman"".Okay, rant over. It's great escapism, and worth seeing for Jackman alone, but I doubt it will linger long in the memory.",6
125,Really sweet Christmas movie with a good message,"Lucia wants to be a ""julemand"" (Christmas man = Santa Claus), but she can't because ""only males can do that. It's tradition"". When she's given a task she has to complete in order to get accepted, it's only because the leaders of the school believes she can't succeed.This task leads to a wonderful story about believing in yourself and a great message of gender equality without being to preachy.
I really enjoyed this movie. And the quality of the sets, costumes and production was really good!",8
126,Everyone can be what they want to,"This sweet christmas story is about the danish Santa Claus' daughter who wants to become a santa, but the rules says that only boys can be it, that's a tradition. Young Lucia won't give up and keeps going strong for what she believe in believing in that christmas miracle, but how it ends you should watch for urself.All I can say is that this movie really brings out that christmas spirit. Merry Christmas.",9
127,Nice effort with nice productions values.,"Made for very little money, NAUTILUS is actually a fun science-fiction film combining elements from 20,000 LEAGUES UNDER THE SEA, CRACK IN THE WORLD and DIE HARD.  On the level of a Roger Corman styled flick, the film has impressive productions values and some very nice miniature work.  Richard Norton of the Jackie Chan films is a good, athletic hero and as a middle of the week video rental, this flick delivers the goods in an unpretentious way.",6
128,Disappointing but not a total loss,"The Cover for the DVD shows a very impressive Submarine. Unfortunately, the sub in the movie is a very different and extremely inferior sub, nothing like the cover picture. Even though this is a sub movie, 98% of the action take place between humans far from the sub. No Monsters, No Fantasy Elements, just mid 90's direct to video really bad action, with less than stellar players. If this movie had just added some good CGI stuff, it would have been much better. This movie has an ecological message to it, and while important, always brings a movie down. And of course, even though the name of the movie is Nautilus and is about a sub, there is zero connection between it, and the writings of Jules Verne. (What we need are some direct to video/DVD Captain Nemo movies that hold no relation to the books, other than the character and his sub, fighting lots of monsters and stuff.) This movie was less than stellar, but I did manage to make it all the through with out turning it off. The actors failed, but the story did make me want to see how it ended.",4
129,Nostalgia Made Me Like It More,"Being made in 2000 really surprised me actually, because it looks and has the same vibe as a film made in the early 90s, possibly sooner.It reminded me very much of films that I used to watch with my Granddad from that time period too in terms of plot, the kind of ""science"" going on, the special effects, everything. Even the same kind of lines, some of them being cheesy. It's decent with how it uses the Sci-fi elements such as time travel, and has some nice touches here and there.So when I thought it was made sooner than 2000, my rating would have been higher, but with a note it was a product of its time. But I guess since it isn't, it drops a little, but if you know anyone who likes films from that time period. Then it could be an enjoyable watch.If you are expecting something more modern than what it offers, then you will be a little disappointed.",5
130,Candidate for worst movie of the year,"""Crack in the World"" meets ""Back to the Future"".  An appallingly bad movie, I dare anyone else to see it to the end.  I did, but I can't remember what happens.  There is one interesting scene where a scientist sees himself commit suicide in the future.  Don't think I've seen that before!",1
131,Action packed romp through time!,"While Nautilus may not have had the budget of some of the larger Hollywood projects, they story, action, and acting of the main stars propels this above most attempts at Sci-Fi cinema released. While much of the attention centers around the martial arts prowess of Richard Norton, attention needs to be placed on the actor that portrayed Raoul, the leader of the Eco-terrorism group Equinox. Now known as the host for popular shows such as Shop till you Drop and Outback Jack, Roberto shines in his role here as a man with a mission to save the planet. Showing acerbic wit and physical dexterity, his screen time was a highlight of this film.Action, Explosions, Intrigue, Time Travel, Martial Arts, what more could a movie buff ask for?",7
132,"Interesting, but dull","I first watched Nautilus a month ago, and I must say it was OK for a film that the sci-fi channel would probably air on TV constantly. The film is basically a time-travelling film (similar to Back to the Future) that involves saving the world from a untimely destructive event using a futuristic submarine. Richard Norton was OK in terms of acting, but overall all the characters were uninteresting and completely lacking in any depth. However, I thought that the whole concept of time travel in this film was interesting, but it unfortunately fails to achieve an amazing result, and in the end the plot was boring.I did however enjoy some elements of the film. The time-travelling submarine (probably called Nautilus) was quite interesting to look at (the CGI was quite good), and it gave the film a Jules Verne / 20'000 Leagues Under The Sea element, which I quite enjoyed. Sadly, the underwater craft is only seen in the film several times, and that disappointed me greatly. Overall, Nautilus is a sci-fi film that was interesting at first, but it became dull later on. I just wished they focused more on the submarine than fighting spies or the constant chatter about rubbish...",6
133,Norton keeps the movie afloat.,"When a big new drilling station named Prometheus is set to open out in the middle of the ocean, its main developer, Basim (Eschbach) hires Jack Harris (Norton) to be its head of security. This is needed because an eco-terrorist group named Equinox is threatening violent tactics to shut it down, because they believe it's not environmentally friendly. Just as Harris is dealing with these troublemakers, they get a message from the future in the form of a Star Wars-like hologram. Captain Brin (Kriesa) and his daughter Ariel (Wolfe) are planning to travel back in time on their submarine, the Nautilus, to stop the drilling station. They believe it will start a chain of events that will lead to catastrophic destruction and basically the end of the world. The developers, along with Harris, are skeptical, but the future-people are insistent. What then follows is a battle of wills and ideologies. Who will prevail? We can give you the bottom line on this one right away: the scenes with Richard Norton are worthwhile and entertaining. The scenes he does not appear in are boring and reach sloggish proportions. We could just end the review there, but we'll provide a few more of our humble thoughts. While Nautilus is not fast-paced, and is fairly typical of the DTV dreck that cluttered up the 2000's, it actually wasn't quite as bad as we were expecting it to be. We thought is was going to be an out-and-out sub slog, and were pleasantly surprised to find out there are some other elements mixed in.For example, the opening of the movie is decent, especially the introduction to Harris, Norton's character. The movie has a few mildly interesting ideas, but sadly not enough to propel a 90 minute feature along like the cinematic sub that it is. As usual for the B-movies of this time, there are plenty of actors that look like bigger names (but aren't), such as Brin, who looks like Sam Neill. There are scenes of actors calling out coordinates, which always make for thrilling viewing, and a nice dose of environmentalist claptrap along the way. And don't forget the awkwardly-placed stock footage. But Richard Norton is charming as ever, and he singlehandedly keeps this movie from being a total flop. Take him out of the equation, and this movie would be unwatchably horrid. We do, however, give it credit for having the ORIGINAL Prometheus (2012).Another name in the cast besides Norton would have helped...Don Swayze, Robert Davi, Matthias Hues, somebody. At least in his previous movie, Surface to Air (1998), director McDonald had Michael Madsen and Chad McQueen. Here, it's just Norton. But the power of Norton keeps the movie afloat. Get it? Afloat? Meh, just don't see it. (Unless you're a really big Norton fan).For more action insanity, drop by: www.comeuppancereviews.com",4
134,Car crash film,"It's awful, difficult to tear your eyes away from.It's like the zit on the end of the nose of the person you are talking to.It has redeeming features, hence the 2 stars I gave.The story line has potential and one or two of the actors make a decent attempt with the dire dialogue.",2
135,Lame sci-fi wasting a great martial artist,"Although I'm a huge fan of Australian martial artist Richard Norton, I feel that this cheap science fiction film hardly showcases him at his best. Instead it's a dead-headed B-movie that copies the best bits of DIE HARD and THE PHILADELPHIA EXPERIMENT, showing how the crew of a futuristic submarine travel back to the present day after an apocalypse, attempting to prevent the course of history through violence.It sounds largely interesting but in terms of execution this isn't. Most of the running time is made up of sub-par action on a ship, but UNDER SIEGE is ten times better than this. The action is frequent but lightweight, and Mr. Norton doesn't even get to show off his superior fighting skills, thanks to the lacklustre direction. The whole thing looks and smells cheap, with lousy acting from the supporting cast and lame dialogue. I'd skip it.",3
136,"Soo bad, you'll laugh!","Actually I could have given this movie a very high rating, given, it makes you laugh a lot, it's so badly done and everything is so fake, you actually laugh at all this. And that might deserve a higher rating.The very story on it's own is clearly the outcome of a combination of wrongly mixed drugs.Various stories run along the main plot. But first things first, the basics: A submarine time-machine that runs on diamonds, travels to the past to stop a drilling rig of inducing a worldwide cataclysm by perforating the mantle and destabilizing the pressure, making everything go kaboom.The movie starts with a diamond theft in the future where apparently all cars are exactly the same as in the 70's. The diamond burglars manage to get away from the police that followed them in an Ice- cream van or something alike, very shabby indeed. I never knew those vans where more powerful than police cars. Anyway, they just reach the beach and enter the sea and keep on swimming until they reach the submarine. This is when the movie starts for real! Well, so they say...The main character is like a fusion of MacGyver and Michael Knight. He is introduced rescuing a kidnapped guy, killing the first batch on the main floor with guns, and later on, on the first floor with a crossbow and a pen as an arrow, apparently because he doesn't want to be heard (surely the mass shooting downstairs went unnoticed to the ears of the kidnappers).The eco-terrorists have clearly no budget and have to assault the rig in a small Zodiak. Apparently they spent it all on the guns. Magic guns BTW that kill before even shooting, as can be seen when they enter the room full of machines with flashing buttons and pseudo-scientists that have been told to move their hands and touch buttons to appear more professional and scientific. Of the Nautilus crew assaulting the rig, I wont talk, that must be seen by itself.Not to forget the overtly sassy footage of a NASA rocket that now is a missile that intercepts F-18's.",1
137,Richard Norton Sci-Fi Action!,"Richard Norton proves again in ""Nautilus"" that he ranks among the top actors in action movies.  He plays a mercenary with a sense of humor, first introduced in the corridors of a seedy South American hotel as he darts the fists and the gunfire of his adversaries.  The scene is played effectively with a contemporary Indiana Jones tone, and it's a swift intro to the more expansive adventure that follows.  Norton's mercenary gets hired to head security on an oceanic rig that tracks a mysterious vessel on its radar.  The vessel is a time-traveling sub that returns to circa 2000 to stop a global environmental collapse and to inform the rig's well-meaning scientist (Hannes Jaenecke) about the dangers of his actions to the future.  ""Nautilus"" is fast-paced, diverting fun, and with an enjoyable ""wink"" to his audience, Norton takes his fans on an a cruise that's consistently a cool ride.  ""Nautilus"" is a must-have DVD for Sci Fi devotees and action fans.",10
138,"Not as bad as 30,000 leagues but very close.","That other terrible submarine film 30,000 Leagues Under the Sea is even worse than this rubbish, hard to believe but it's true. This one had it all, bad script, acting, casting, special effects, fight scenes and the Admiral looked to be at least ten years past retiral age, was no one younger and more plausible available? Only for lovers of very bad films.",2
139,Clip from Barb Wire,"Only watched a few minutes - stopped once I realised they were reusing car chase footage from the 1996 movie Barb Wire. The fact that they resort to that kind of thing so early in the movie, convinced me that it wouldn't be worth watching any more... And yes I do realise what a nerd that makes me for spotting the duplication :)",1
140,FINALY A GOOD SANTA MOVIE...,"Expecting the usual season movies i didnot expect this. its kurt russel behind the reindeer, and he does a wonderful job,together with the investigating teenagers that still believe....
the visual effects are great,especially the sleigh ride are monumental, also the environment location settings,and use of light to give this film the true feeling-atmosphere
its revieled some of santa clauses secrets how to travel at high speeds, and why he is so good to remember ...you
this is a must see x-mas movie,it has some of the magic from classics like home alone and the miracle at .. street.
i give without any hesitations 10 chritmas stars for this one.",10
141,Oh no ho!,Excellent fun! Enough humour for kids and adults. Anyone not liking this is definitely on the naughty list!Kurt Russell probably had more fun with this movie than anything else he has ever done.Going to be a Christmas classic...you'll see.,9
142,Kurt is Santa,"My new favorite Christmas movie! I have lived to the perfect age, long enough to see Kurt Russell protray Santa and he is perhaps the best, most endearing, Santa I have seen in many a moon. Both my son and myself hope that Netflix will make this an annual event and perhaps a series of Santa movies with Mr. Russell!",9
143,Kurt is the best Santa ever,What a sweet movie ! Going to become a Christmas classic for sure ! Right up there with other modern day classics like elf! Speaking of elf's the elves in this movie are also adorable and I want one! Kurt Russell is the coolest Santa ever ! Loved this movie !,10
144,The Ending Scenes Will Warm Your Heart,"This was a truely great film, and Netflix outdid themselves. The story is well written, the jokes are funny, the elves are cute, and Kurt Russell as Santa Claus is an amazing fit. Mrs. Claus was the best surprise! Everyone in our family, from aged 3 to 65, enjoyed watching on Thanksgiving morning.",10
145,"Great movie , I do recommend , watch it with your family !","To be honest , I'm not that much into this kind of movies, but ! ...in my opinion is a great movie to watch with your family ! , specially if you have kids",9
146,A Good Candidate to become a Christmas Classic,"This movie was very enjoyable for adults and kids in the family. Cinematic quality was excellent, had a good script, acting was great, and the Santa character is the best I've seen or read since The Lion, the Witch, and the Wardrobe.
We'll watch this again a few times this Christmas season.",9
147,Kurt Russell rocks as Santa!,"Kurt Russell brings total coolness to the magic of Santa. Without Russell's personality, it wouldn't feel original but his presence brings the story to life. Some moments feel a little twee admittedly but a lovely tale with just the right amount of wit and character from the young actors.",8
148,Kurt Russell is the Best Santa!,"I watched this, despite the critics reviews, and the critics are wrong once again! This is a really fun, very entertaining Christmas movie. So much better than I expected and Kurt does a fantastic job as Santa!!!! Watch with your family, very, very enjoyable.",9
149,Great family movie,Wow it has been a while since I have seen a good Christmas movie. Brilliant acting great visuals colour was beautiful Made me wat to believe in Santa 9-10,10
150,Best Xmas film in years! #Believe,"I was blown away by this film. I don't usually do anything Xmas until December but this caught my eye. I was ready for a run of the mill Xmas movie which I could have on in the background. Kurt Russell was a big reason I gave it a go. Boy was I surprised! The humour was spot on, the story was great, the feels were there. Honestly, I felt like a kid again with that magical heart flutter and excitement at --the prospect of-- being a believer. I did shed a tear or two, and I'm not embarrassed to admit it. But I also had many many giggles. Will definitely watch again. The elves were cute and had great personality, I loved the interaction, and fairytale feel they offered. The reindeer were spot on and so beautifully mastered.This was beautifully written and masterfully brought to life. It had all the elements of a decent, well thought about, family film. The effects were superb and if I had been to the cinema to see it on the big screen, I would not have been disappointed.Well done Netflix, you really excelled with this one. Especially with the casting. It's going to get another watch before Xmas!I have to go now and write my letter to Santa. Merry Christmas! X",10
151,Santa's gotta brand new bag!!!,Kurt Russell nails it!!!! Very good Christmas movie!!!,9
152,Fabulous and Festive,What an utter treat. Loved everything about this splendid movie,10
153,This was simply amazing...,"Now, initially I had some aversion to sitting down and watching ""The Christmas Chronicles"" even though it was readily available on Netflix for me to watch. Why? Well, it is a Christmas movie, and they have an overwhelming tendency to be so sappy that even pine tress go ""no, I ain't touching that sticky thing"", and also because I didn't really think Kurt Russell would be suited for a Christmas movie.My curiosity got the better of me and I decided to watch in on December 24th, you know, just to get into sappy Christmas mood. And let me tell you, I am really happy that I decided to watch ""The Christmas Chronicles"".Why? Well, first of all, this movie was devoid of the usual Christmas sappy storyline where a girl falls in love and have to traverse hardships and always end up in the arms of the man that is out of reach on Christmas morning. This movie was all fun, all excitement and all Yule tide spirits. I actually will go as far as saying that ""The Christmas Chronicles"" actually have potential to become a Christmas classic - one of the type of Christmas movies that you watch year after year, up alongside ""National Lampoon's Christmas Vacation"".""The Christmas Chronicles"" is definitely a family movie, but it is also a movie that you can enjoy without the family around you, because it caters to a wide array of audience. There is something in the movie for everybody.There is actually a great amount of fun, action and thrills throughout the course of the movie, and you don't feel that the movie ever loses its momentum or becomes slowed down and turning dull. I must admit that I was wholeheartedly entertained from start to end.Now, let's venture on to the role of Santa Claus as portrayed by Kurt Russell. I grew up watching him in action movies, so I didn't really want to embrace him in a role such as this. But I was proven so wrong, because he did this so amazingly well. He was really a nice cast for the role, and he brought his own rugged charm and spirit to the Santa character, and I loved that. So my Christmas hat off for Mr. Russell in his performance in ""The Christmas Chronicles"".The singing and dancing scene was something I initially felt weird about, but oh man that quickly caught on and grew on you. And I ended up loving that scene, because it is full of energy, it is a catchy song, and Kurt Russell delivers the song and dance so well.All in all, ""The Christmas Chronicles"" is a movie that you owe to yourself and your family to sit down, either alone or together, and watch, because it is definitely a fun and wholehearted Christmas movie.This movie definitely helped put some cheer on my day...",8
154,Great for the whole family. Ignore the Critics. Love Kurt Russell,This movie is so well done. The critics are stupid by not rating this better. It has all the feels you want in a Christmas movie. Kurt Russell does a great job as Santa and the kid actors do a great job as well. Not overly cheesy like some of the Hallmark movies can get. The CGI is pretty good too. The elves are cute. My three girls loved that part. Guys and girls will like it equally. In my top 5 favorite Christmas movies for sure.,10
155,Magical!,"I put this movie at 11 o'clock Thanksgiving night, not intending to watch the whole thing. Here it is 1am and I'm just finishing. Chris Columbus did a great job producing this film! It definitely reminded me of Christmas movies he had worked on in the past like home alone and Christmas with the Kranks. This movie was very childlike and magical. I will say some of the parts of the movie were a bit scary and some were eye roll inducing but other than it's a great film. Kurt Russell does a great job playing Santa and I think the only person who might've played this type of Santa better would be Tim Allen, though they were virtually the same. I think maybe Tim would've liked to play Santa like this if Disney hadn't given him so many limitations...but what do I know? The kids and elves were so cute. As a fellow New Englander I was Happy to see a small Mill town like Lowell, MA represented. I was honestly surprised in both and good and disappointing way that they didn't revive the dad at the end but that would probably be pushing it too far. All and all this is a wonderful Christmas film that will definitely become a Christmas classic as it's like elf, home alone and the Santa clause in one film.",10
156,Best Christmas (Santa) Movie Since Santa Clause,I wasn't sure about this but was curious from the trailer. I have to say I think this was one of the best I have seen in quite a while now. It definitely beats anything at the theaters and we were able to enjoy it in our home. I am thankful for Netflix putting together such a wonderful movie.,10
157,A Must See!,"This is truly an enchanted updated look at Santa Clause! It's sweet without getting saccharine, and has fun and interesting turns around every corner! The whole family will really enjoy every moment! :-)",10
158,solid heart,"Teddy has been naughty ever since the death of his father. His younger sister Kate is still a true believer in Santa Claus. When she discovers video evidence of Santa, she forces Teddy to help her film him on his gift giving tour. They do manage to capture Santa Claus (Kurt Russell) on video and stowaway on his sleight. That's when their adventure begins.Kurt Russell delivers his version of an irreverent Santa Claus. I do like him and I do like the kids. There is real heart when heart is called for. The elves are a little weird. They would be better as more cuddly. The big misstep are the criminals and Teddy stealing a car. It's a little too dark. The bad guys have no reason to kidnap the kid anyways. I buy them stealing the bag but kidnapping is an unnecessary step too far. They should just punch his lights out and walk away with the bag. They can still do a lot of the same stuff except Teddy would be searching the streets for the bag. I like for some of the darker aspects to be pulled back like throwing the bag into the furnace. This is a nice light sentimental Christmas story.",7
159,Watch out Christmas! There's a new Seasonal Masterpiece,"Disney, Hallmark, Pixar. These are the companies that you think of when searching for a feel-good, seasonal, movie. Well there's a new player in town! Netflix knocks it out the park with ""The Christmas Chronicles"". A star-studded cast, an engaging epoch, and artful animation and special effects skyrocket this flick to the top.This story with it's funny and heartwarming tale rivals the Christmas greats. ""The Christmas Chronicles"" brings to mind few comparable motion pictures. Only the likes of ""It's a Wonderful Life"", ""White Christmas"", or ""Elf"" (and a few others) can invoke such laughs, smiles, and tears as ""The Christmas Chronicles"".",9
160,A FEEL GOOD Christmas classic film Both inspirational and heart warming. Best Christmas present ever!!,"Kurt Russell who plays the modern day real life Santa Claus (who doesn't do ""Ho Ho Ho"") will be another annual film Christmas Classic along side (1946) It's A Wonderful Life with Jimmy Stewart, (1947) Miracle on 34th Street with Edmund Gwenn, and (1951) A Christmas Carol (aka Scrooge) with Alastair Sim. It brought back that Christmas""y"" warm fuzzy feeling in the belly of Mrs. Shullivan and I, and tears welled up as well.The two kids who purposely hitch a ride in Santa's sleigh on Christmas Eve while Santa is in the midst of delivering the world's presents initially cause Santa and his reindeer havoc and a slight delay for Santa. But of course all is well in the world with this marvelous inspirational Christmas classic film when the two children join forces with Santa and help him make it through the night, making all the children and adults in the world dreams come true. Ohhhh, and it just warms your heart and stirs your innermost emotion which every great Christmas film classic is intended to deliver. The Christmas Chronicles delivers with every scene and rocking and rolling song from the films beginning to the happy conclusion.A great FEEL GOOD Christmas film classic that will stand up well to the test of time for both young and old movie fans alike.",8
161,Now that was a very good Christmas flick!,"I saw the trailer for this before it came out and when I found out that one of the producers who directed Home Alone and Harry Potter and the Sorcerer's Stone was doing this film, I became interested and watched this Netflix film today.To my surprise, it was much better than I expected. Yes I wish it could've been two hours longer, but there are lots of things to like.The atmosphere, the production values that suited the imaginative moments really well, the visual effects, the music, and the humor. Also, the entire cast did a fine job.The actors who played Kate and Teddy Pierce, the two children protagonists of the film, weren't that bad, but Kurt Russell made this film for me. He managed to bring energy, humor, and mythos to his role as Santa Claus and becomes the very heart of the film.I understand the mixed reviews the film just got, but I'm totally recommending this to others who love Santa Claus! Yes it's far from being a masterpiece but as far as modern holiday films go, this is one of the best!",9
162,Easy to watch family holiday movie,"We watched this as we let out thanksgiving meal settle. It was the perfect choice for the kids (age range 5-12) and the parents. The acting was fine and the jokes were funny. I even got a little choked up at times when they talked about their recently deceased dad. All in all, a fine film. Probably not an instant classic, but good enough to watch and not feel like I wasted 1.5 hours of my life. I loved the new interpretation of elves as almost gremlin-like creatures.",8
163,A Warm Christmas Movie That Touches the Heaer! A Must See!,Loved this movie loads of laughs and special effects! Great family movie! We all enjoyed it on Thanksgiving Day!!!,10
164,My favourite Christmas Movie ever,"This movie really is great. Kurt Russell as Santa is excellent, the best. The cast is great, acting and effects are amazing. The elves are so funny and cute, the elves really make this film with their cuteness and humour.All of the special effects are really good, it really is my all time favourite Christmas film. A heart warming story of a family torn apart by loss, being brought back together through Christmas love and belief.Watch this with your family and friends this Christmas, you won't be disappointed I promise. Even my partner liked this film and he's not big on Christmas.Ho ho ho and Merry Christmas!!!!",10
